Verdict,User,Merchant,Category,Pattern_Detected,AI_Confidence,AI_Reason,Start_Date,Last_Txn
Safe,user_7043,QuickBite,Dining,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2024-04-28,2024-12-23
Safe,user_7043,ReadAddict,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-27,2024-11-30
Safe,user_7043,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-23,2024-12-03
Safe,user_7043,TrendSetter,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-07,2024-11-15
Safe,user_7043,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-22,2024-12-13
Safe,user_7048,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-01-29,2024-12-24
Safe,user_7048,CellConnect,Utilities,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-02,2024-10-10
Safe,user_7048,CityRail,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-08,2024-12-05
Safe,user_7048,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-25,2024-04-08
Safe,user_6746,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-09,2024-10-27
Safe,user_6958,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-06,2024-11-18
Safe,user_6958,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-01,2024-12-24
Safe,user_6810,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-21,2024-10-30
Safe,user_6810,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-15,2024-12-27
Safe,user_6810,FitPhysique,Health,None,Safety Score: 99.2%,Safe (Confidence 0.8%).,2023-07-06,2024-11-30
Safe,user_6810,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-03,2024-11-22
Safe,user_6810,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-17,2024-07-03
Safe,user_6810,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-06-12,2024-08-30
Safe,user_6810,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-11,2024-08-05
Safe,user_6810,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-18,2024-01-25
Safe,user_6810,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-14,2024-08-09
Safe,user_6810,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-04,2024-05-24
Safe,user_6810,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-12-01,2024-11-13
Safe,user_6810,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-03-22,2024-10-14
Safe,user_6563,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-25,2024-10-20
Safe,user_6828,CityRail,Transport,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-09-08,2024-09-29
Safe,user_6828,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-08-04,2024-08-30
Safe,user_6828,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-03,2024-08-11
Safe,user_6828,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-01,2024-12-24
Safe,user_6828,JavaJoint,Dining,None,Safety Score: 98.6%,Safe (Confidence 1.4%).,2023-10-29,2024-08-31
Safe,user_6828,QuickBite,Dining,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-09-16,2024-10-31
Safe,user_6828,ReadAddict,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-11,2024-08-28
Safe,user_6828,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-01-27,2024-10-16
Safe,user_6828,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-07,2024-09-22
Safe,user_6828,BingeWatch,Entertainment,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-09-27,2024-12-25
Safe,user_6780,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-09-13,2024-11-30
Safe,user_6780,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-03-22,2024-09-22
Safe,user_6780,TravelEasy,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-02-25,2024-04-09
Safe,user_6746,TrendSetter,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-10-07,2024-12-23
Safe,user_6746,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-17,2024-08-18
Safe,user_6758,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-06,2024-09-11
Safe,user_6758,BonusTech,Shopping,None,Safety Score: 67.0%,Safe (Confidence 33.0%).,2023-07-08,2023-07-22
Safe,user_6758,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-17,2024-06-22
Safe,user_6758,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-08,2024-09-12
Safe,user_6758,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-16,2024-12-04
Safe,user_6758,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-31,2024-12-27
Safe,user_6758,GadgetDepot,Electronics,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-12-17,2024-11-11
Safe,user_6758,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-04,2024-09-20
Safe,user_6758,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-08,2024-12-27
Safe,user_6758,ReadAddict,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-04-16,2024-12-29
Safe,user_6758,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-03-25,2024-12-11
Safe,user_6758,TrendSetter,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-31,2024-08-16
Safe,user_6758,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-02,2024-09-25
Safe,user_6780,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-09,2024-08-03
Safe,user_6780,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-12-14,2024-03-18
Safe,user_6780,CityRail,Transport,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-08-13,2024-11-30
Safe,user_6780,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-20,2024-10-21
Safe,user_6780,GadgetDepot,Electronics,None,Safety Score: 94.9%,Safe (Confidence 5.1%).,2024-01-01,2024-09-25
Safe,user_6780,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-11-05,2024-11-17
Safe,user_6780,QuickBite,Dining,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-24,2024-12-13
Safe,user_6780,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-11,2024-12-05
Safe,user_6828,UrbanElectric,Utilities,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2024-08-23,2024-08-23
Safe,user_6842,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-01-02,2024-11-12
Safe,user_6842,BonusTech,Shopping,None,Safety Score: 67.0%,Safe (Confidence 33.0%).,2023-09-29,2023-10-13
Safe,user_6842,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-25,2024-03-15
Safe,user_6878,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-02-10,2024-11-24
Safe,user_6878,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-06,2024-10-03
Safe,user_6878,TravelEasy,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-31,2024-11-03
Safe,user_6878,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-04,2024-03-29
Safe,user_6878,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-12,2024-10-23
Safe,user_6902,BingeWatch,Entertainment,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-11-04,2024-11-27
Safe,user_6902,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-29,2024-05-18
Safe,user_6902,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-26,2024-08-30
Safe,user_6902,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-28,2024-10-02
Safe,user_6902,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-31,2024-10-29
Safe,user_6902,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-01-23,2024-09-07
Safe,user_6902,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-12-16,2024-10-26
Safe,user_6902,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-15,2024-10-06
Safe,user_6902,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-22,2024-06-13
Safe,user_6902,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-31,2024-12-26
Safe,user_6902,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-06,2024-11-15
Safe,user_6958,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-03,2024-12-22
Safe,user_6958,CellConnect,Utilities,None,Safety Score: 99.5%,Safe (Confidence 0.5%).,2023-08-06,2024-07-12
Safe,user_6958,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-12-19,2024-08-16
Safe,user_6958,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-08-04,2024-11-04
Safe,user_6958,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-01,2024-07-20
Safe,user_6958,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-21,2024-08-23
Safe,user_6958,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-18,2024-12-17
Safe,user_6878,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-19,2024-11-07
Safe,user_6958,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-26,2024-12-17
Safe,user_6878,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-07,2024-04-10
Safe,user_6878,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-07,2024-10-17
Safe,user_6842,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-11-02,2024-11-23
Safe,user_6842,FitPhysique,Health,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-24,2024-12-01
Safe,user_6842,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-02-24,2024-11-13
Safe,user_6842,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-26,2024-08-26
Safe,user_6842,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-13,2024-09-22
Safe,user_6842,ReadAddict,Shopping,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-08-11,2024-10-12
Safe,user_6842,TravelEasy,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-28,2024-10-01
Safe,user_6842,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-11-17,2024-03-30
Safe,user_6842,UrbanElectric,Utilities,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-13,2024-05-15
Safe,user_6876,BingeWatch,Entertainment,None,Safety Score: 99.3%,Safe (Confidence 0.7%).,2023-12-08,2024-12-19
Safe,user_6876,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-10,2024-11-13
Safe,user_6876,CityRail,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-12-31,2024-10-27
Safe,user_6876,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-09-03,2024-12-20
Safe,user_6876,FreshFoods,Groceries,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-31,2024-06-27
Safe,user_6876,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-08,2024-05-24
Safe,user_6876,JavaJoint,Dining,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-11-16,2024-11-27
Safe,user_6876,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-01-31,2024-09-06
Safe,user_6876,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-14,2024-07-06
Safe,user_6876,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-24,2024-11-08
Safe,user_6876,TrendSetter,Shopping,None,Safety Score: 99.3%,Safe (Confidence 0.7%).,2023-10-11,2023-10-11
Safe,user_6876,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-25,2024-11-10
Safe,user_6878,BingeWatch,Entertainment,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-14,2024-07-11
Safe,user_6878,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-13,2024-07-06
Safe,user_6878,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-16,2024-06-24
Safe,user_6828,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-12-25,2024-11-10
Safe,user_6480,CellConnect,Utilities,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-01,2024-08-17
Safe,user_6563,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-12-12,2024-10-10
Safe,user_5737,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-10,2024-09-16
Safe,user_5737,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-02-21,2024-04-28
Safe,user_5737,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-12-31,2024-12-25
Safe,user_5766,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-11-15,2024-11-26
Safe,user_5766,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-02,2024-11-14
Safe,user_5766,CityRail,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-01,2024-12-28
Safe,user_5766,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-01,2024-12-16
Safe,user_5766,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-02,2024-09-30
Safe,user_5766,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-11,2024-12-17
Safe,user_5766,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-18,2024-11-11
Safe,user_5766,ReadAddict,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-23,2024-11-05
Safe,user_5737,ReadAddict,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-05,2024-09-07
Safe,user_5766,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-30,2024-11-25
Safe,user_5766,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-09,2024-12-15
Safe,user_5779,BingeWatch,Entertainment,None,Safety Score: 98.9%,Safe (Confidence 1.1%).,2023-10-03,2024-12-07
Safe,user_5779,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-18,2024-07-12
Safe,user_5779,CityRail,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-05-18,2024-07-02
Safe,user_5779,FitPhysique,Health,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-27,2024-12-02
Safe,user_5779,FreshFoods,Groceries,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2024-06-27,2024-06-27
Safe,user_5779,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-01,2024-11-09
Safe,user_5779,JavaJoint,Dining,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-10-20,2024-08-21
Safe,user_5779,QuickBite,Dining,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2024-01-26,2024-08-05
Safe,user_5779,ReadAddict,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-10,2024-09-11
Safe,user_5779,TravelEasy,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2024-03-12,2024-10-10
Safe,user_5766,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-15,2024-12-03
Safe,user_5737,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-16,2024-12-18
Safe,user_5737,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-21,2024-11-21
Safe,user_5737,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-18,2024-05-07
Safe,user_5705,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-27,2024-03-31
Safe,user_5705,FitPhysique,Health,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2024-04-04,2024-05-08
Safe,user_5705,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-04-11,2024-12-14
Safe,user_5705,GadgetDepot,Electronics,None,Safety Score: 98.0%,Safe (Confidence 2.0%).,2023-08-05,2024-11-13
Safe,user_5705,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-10,2024-08-27
Safe,user_5705,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-10-30,2024-12-26
Safe,user_5705,ReadAddict,Shopping,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-01,2024-10-19
Safe,user_5705,TravelEasy,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-23,2024-08-02
Safe,user_5705,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-15,2024-06-26
Safe,user_5705,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-24,2024-10-15
Safe,user_5713,BingeWatch,Entertainment,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-09-21,2024-08-31
Safe,user_5713,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-03,2024-09-30
Safe,user_5713,CityRail,Transport,None,Safety Score: 98.5%,Safe (Confidence 1.5%).,2023-08-26,2024-09-09
Safe,user_5713,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-29,2024-12-28
Safe,user_5713,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-20,2024-09-22
Safe,user_5713,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-01-19,2024-12-05
Safe,user_5713,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-09,2024-10-02
Safe,user_5713,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-13,2024-08-05
Safe,user_5713,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-11,2024-12-27
Safe,user_5713,TrendSetter,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-29,2024-09-24
Safe,user_5713,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-24,2024-12-19
Safe,user_5737,BingeWatch,Entertainment,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-09-27,2024-07-15
Safe,user_5737,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-21,2024-05-05
Safe,user_5737,CityRail,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2024-01-29,2024-07-18
Safe,user_5737,FreshFoods,Groceries,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-09-20,2024-12-02
Safe,user_5779,TrendSetter,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-09-17,2024-12-06
Safe,user_5779,UrbanElectric,Utilities,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-26,2023-07-26
Safe,user_5795,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-09,2024-11-12
Safe,user_5795,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-27,2024-12-16
Safe,user_5816,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-29,2024-10-02
Safe,user_5816,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-22,2024-12-24
Safe,user_5816,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-12,2024-08-28
Safe,user_5816,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-25,2024-10-31
Safe,user_5816,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-08,2024-12-20
Safe,user_5821,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-19,2024-12-21
Safe,user_5821,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-13,2024-07-09
Safe,user_5821,CityRail,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-02-02,2024-07-28
Safe,user_5821,FitPhysique,Health,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-23,2024-12-16
Safe,user_5821,FreshFoods,Groceries,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-31,2024-12-28
Safe,user_5821,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-12,2024-09-04
Safe,user_5821,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-03,2024-11-27
Safe,user_5821,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-27,2024-12-19
Safe,user_5821,ReadAddict,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2024-03-16,2024-10-03
Safe,user_5821,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-09,2024-12-19
Safe,user_5821,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-04,2024-11-10
Safe,user_5821,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-18,2024-07-29
Safe,user_5828,BingeWatch,Entertainment,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-08-17,2024-07-12
Safe,user_5828,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-08,2024-12-25
Safe,user_5828,CityRail,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2024-12-16,2024-12-16
Safe,user_5828,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-09-01,2024-04-12
Safe,user_5828,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-03-28,2024-09-10
Safe,user_5828,GadgetDepot,Electronics,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2024-10-02,2024-10-02
Safe,user_5828,JavaJoint,Dining,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-09-18,2023-09-18
Safe,user_5828,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-19,2024-11-27
Safe,user_5816,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-20,2024-10-14
Safe,user_5705,CellConnect,Utilities,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-01,2024-11-05
Safe,user_5816,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-10,2024-11-24
Safe,user_5816,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-31,2024-09-11
Safe,user_5795,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-29,2024-07-15
Safe,user_5795,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-02,2024-09-26
Safe,user_5795,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-24,2024-10-21
Safe,user_5795,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-27,2024-11-07
Safe,user_5795,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-07,2024-12-05
Safe,user_5795,ReadAddict,Shopping,None,Safety Score: 99.5%,Safe (Confidence 0.5%).,2023-07-28,2024-09-10
Safe,user_5795,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-19,2024-12-23
Safe,user_5795,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-04,2024-12-19
Safe,user_5795,UrbanElectric,Utilities,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-11-14,2024-12-02
Safe,user_5808,BingeWatch,Entertainment,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2024-06-26,2024-12-20
Safe,user_5808,BonusTech,Shopping,None,Safety Score: 67.0%,Safe (Confidence 33.0%).,2023-10-05,2023-10-19
Safe,user_5808,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-13,2024-06-04
Safe,user_5808,CityRail,Transport,None,Safety Score: 98.9%,Safe (Confidence 1.1%).,2024-08-16,2024-08-16
Safe,user_5808,FitPhysique,Health,None,Safety Score: 98.4%,Safe (Confidence 1.6%).,2023-07-07,2024-12-07
